6.653113657,13.68970163,17.55284534,-11.93349739,-5.756408835,15.43592131,-12.13675197,8.224122569,-4.884024083,5.34933534,17.35137235
-5.630542064,-18.93766731,18.64462416,-6.15582498,-25.9888637,15.40955316,-16.59551634,9.454653672,-2.877173437,-6.009420411,19.21063612
9.72152507,-9.982488976,15.57143412,-32.22426572,-5.595799233,24.3213827,0.832773533,10.79455459,0.727574802,10.392975,7.085994903
-4.635765718,-10.71603963,20.35657063,-9.002097335,-4.920569066,-4.261957474,-1.305828784,0.949980333,-8.634106561,0.198445438,0.006771413
-12.84104444,-20.38831318,9.491936485,-7.038500174,-9.921086833,-3.716105049,-9.384730429,-2.325533554,-13.51856236,11.00702901,14.00321028
-1.163486708,-16.76621319,1.725944807,-20.0252211,-11.1355228,25.63057556,0.137450395,0.590599396,-7.020682831,-8.701988867,1.408849951
10.21154642,-8.924535691,12.74027771,-10.78095486,-9.464594898,8.975674952,0.198996325,4.20210349,-7.731472526,3.002942296,9.408566612
8.471215704,-19.35859686,9.910462579,-2.128429754,-10.81252874,9.321702572,12.90880152,-0.424839198,-4.906801428,18.87939506,1.87205418
-2.659366944,-12.95921095,18.13047308,-5.624739856,-0.376560047,13.5890364,-13.25696795,8.890892321,2.188816321,9.772922164,1.103875784
15.1078769,-16.43076621,19.70736028,-19.81188774,-1.644536839,-6.444184298,-6.1212137,7.042282716,7.232475596,17.22347919,-2.956851569
-0.112203621,-24.24723062,29.19945153,-8.065555174,-10.41777929,11.62070505,2.561571565,-3.41245355,-5.389655276,-5.795459788,11.46370771
-0.154226264,-24.23307571,3.606611163,-5.622951022,-14.4174423,6.729229181,-0.629066219,-2.408543736,-3.601975049,-5.622192875,-3.684663844
11.14847555,-15.26350901,21.70842139,-17.42118866,-9.236019407,-12.26809104,-4.676718367,17.25363005,-12.6312185,-1.226676911,4.665416759
17.53360145,-6.435979322,15.71154839,-15.19240804,-2.488705289,21.37165372,6.321579633,14.33135462,-5.405247601,-3.276776497,5.178128647
6.280673738,-10.23948118,15.87943904,-11.92899799,-10.4413737,7.044681192,10.86907891,5.875508209,-7.257594833,6.652439743,1.770390019
2.465444146,-9.202510248,10.54099633,-4.487778269,-6.124531052,1.5647646,3.432544597,9.879169046,4.323289925,10.43680361,-0.83700059
12.1914273,-11.96936214,12.51007625,-19.49191722,-0.750074752,12.7189535,-6.465781061,8.333363685,-4.673284213,5.793479934,-0.379597099
8.684487744,-17.20566042,23.03190452,-12.42599327,4.513047628,12.35525144,-9.150408767,-9.238116034,-15.54899613,-4.52624617,0.598291606
21.51347492,-10.61286039,23.67740297,0.168195576,-0.879941386,6.621142599,-13.01210726,-9.890306031,-8.424209252,11.84869965,6.423988984
-3.527501048,-10.26391273,24.00662864,7.668461869,-9.84760857,-7.253198405,-8.800515079,16.08349729,-4.925931745,-9.048166465,13.88380765
12.41170635,3.150958584,14.82773369,-10.48267166,-8.250082231,-7.982697659,-20.7669182,30.68947594,4.6225471,12.23475097,23.16729411
